"method","model","benchmark","model_key","mask_type","budget","requested_budget","effective_budget","budget_repaired","mask_id","converged","reason","n_obs","n_test","n_total","P","J","n_params","ridge_lambda","intercept_ridge","max_iter","tol","iterations","final_loss","gradient_norm","train_log_loss","train_brier","test_log_loss","test_brier","true_avg","true_sd","true_min","true_q25","true_q50","true_q75","true_max","pred_avg","pred_sd","pred_min","pred_q25","pred_q50","pred_q75","pred_max","alpha","prompt_eff_mean","prompt_eff_sd","item_diff_mean","item_diff_sd","score_rule","w1","mean_abs_error","prompt_mae","prompt_rmse","q25_abs_error","q50_abs_error","q75_abs_error"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","10","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","36","166.94157073835981","0.01628337361813339","0.16693614529086476","0.053400669370870305","0.4358206743851406","0.10015273671627574","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6774971107902833","0.06850975212576232","0.5593351139098711","0.6243497931567592","0.6752154494803826","0.7273157727449376","0.8145884696252415","4.169039739030281","1.5543122344752193e-17","1.2628250104721077","2.486899575160351e-16","10.431326042618165","observed_true_unobserved_fitted_probability_imputation","0.032381673197531","0.011702889209716738","0.04978060664573977","0.06032977307611314","0.03565020684324083","0.024784550519617365","0.017315772744937674"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","11","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","48","160.39978336506286","0.008130166616355884","0.16039128133889652","0.05211221316754358","0.5250259177599337","0.10453318284937264","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6952688819922102","0.08154171198052268","0.5168551252480701","0.6394778274838546","0.6777648846203235","0.7591475875592947","0.8701107663650638","5.539506658337769","3.3306690738754695e-17","2.588159729982441","-1.5987211554602254e-16","12.979487329138747","observed_true_unobserved_fitted_probability_imputation","0.038539980759298015","0.006068881992210118","0.05022543973631457","0.06399207108395377","0.02052217251614541","0.022235115379676484","0.049147587559294714"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","12","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","41","212.81677505982464","0.0073830240586573535","0.21281177373271207","0.0711455674674536","0.4668191938619003","0.09439175138814691","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6673572703346105","0.06519405923779124","0.5317485868114842","0.6258435027730243","0.6659054693279388","0.7090212849181156","0.8390662763681536","3.98666261794475","-1.5543122344752193e-17","0.9962300008344055","0.0","10.027103447349962","observed_true_unobserved_fitted_probability_imputation","0.03251749179563746","0.021842729665389582","0.047546872551183436","0.058463877856864535","0.03415649722697578","0.03409453067206114","0.000978715081884407"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","13","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","44","193.51911892664924","0.005406961312940135","0.19351305624065948","0.06321761222639695","0.40816285658490337","0.09339906447275609","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6902203561583707","0.07193705152518548","0.5530230576504777","0.6364218894634313","0.6943270044880896","0.7321085016243013","0.8692967364684884","4.791830088513441","3.552713678800501e-17","1.4883249561780314","-7.283063041541026e-16","11.017365264064917","observed_true_unobserved_fitted_probability_imputation","0.026706181402023146","0.0010203561583707055","0.045691532120642","0.05968826612849138","0.023578110536568775","0.0056729955119103614","0.022108501624301335"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","14","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","38","168.35234170716814","0.005806423495382389","0.16834621667048283","0.05304475703452415","0.4503728367241516","0.10099011988175369","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.700977724032639","0.08202118394635749","0.490008289571358","0.6459635785752675","0.6958173727960795","0.7596048490257183","0.8900697250923288","5.265586010620374","1.3600232051658167e-17","2.5154972914604476","4.618527782440651e-16","10.982448985603572","observed_true_unobserved_fitted_probability_imputation","0.035528048239950115","0.011777724032638992","0.05474787030154217","0.06838461068499924","0.014036421424732493","0.004182627203920486","0.04960484902571838"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","15","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","34","194.85605558441614","0.0042779820066549176","0.1948510094537223","0.06247753963432644","0.34941336519815186","0.09231372502100374","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6891611373792043","0.06573744760322153","0.5153054917936926","0.6529648312670641","0.686286191956545","0.7363569425182063","0.8169900621431887","4.286130616610725","-1.7763568394002505e-17","1.0635357956613969","-2.1316282072803005e-16","10.068716893280858","observed_true_unobserved_fitted_probability_imputation","0.022179380480223117","3.8862620795776515e-05","0.05158922276411829","0.061717283720239505","0.00703516873293597","0.0137138080434549","0.026356942518206306"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","16","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","32","188.7193873553742","0.003765076032507769","0.18871371635628578","0.06086301222403768","0.418442867898796","0.09404112346761505","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7024638876614587","0.0692403401514384","0.5743956382697324","0.6536183930623938","0.6901356124277237","0.7550612472255398","0.8801185797372244","4.742515801784781","2.2204460492503132e-17","1.834153528327767","1.7763568394002505e-17","10.625561908723352","observed_true_unobserved_fitted_probability_imputation","0.026859508956379573","0.013263887661458695","0.04716466219349809","0.05572934521999099","0.0063816069376062545","0.009864387572276256","0.045061247225539836"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","17","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","46","177.52083746717562","0.0023948328332125952","0.1775148935466945","0.057140589364286995","0.473733023024725","0.10338986047127736","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6985699638854734","0.08144386436140146","0.4996682070238066","0.6490533185530417","0.6949008713190119","0.7390273044943788","0.878482069981481","4.793269420156918","-7.105427357601002e-17","1.8976190093995136","1.4210854715202004e-16","10.876721402411404","observed_true_unobserved_fitted_probability_imputation","0.032837420116623876","0.009369963885473398","0.05042340761052122","0.0666643789085573","0.010946681446958317","0.005099128680988052","0.029027304494378847"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","18","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","43","149.90769522630984","0.0035101691020893843","0.1499000783825807","0.04996060817401823","0.6333031543429664","0.09945557963972206","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7087073424470038","0.05959025441867782","0.6026653642301885","0.6613625958196607","0.7107689073479326","0.7391449589151788","0.8508398442666975","5.491324619002199","1.2434497875801754e-16","2.338861749460556","5.506706202140776e-16","12.29546038923667","observed_true_unobserved_fitted_probability_imputation","0.022023633712195814","0.019507342447003806","0.03963097720086904","0.05582864408440155","0.0013625958196606947","0.010768907347932677","0.029144958915178876"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","19","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1000","4000","5000","50","100","151","1e-06","0.0","1000","1e-07","42","172.64360480057616","0.0022005959060281354","0.17263548871807263","0.0544081647478982","0.4632224794863056","0.10127110884838841","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6978788313560936","0.07883526887778536","0.4693077621849382","0.658937422217206","0.7054865887848486","0.7573465894437185","0.8584951353989883","6.202030234468703","5.551115123125783e-18","1.968518397595059","-5.684341886080802e-16","12.730864550198374","observed_true_unobserved_fitted_probability_imputation","0.03218494668062495","0.008678831356093597","0.05634903167796006","0.07104038432307422","0.0010625777827940608","0.005486588784848645","0.0473465894437185"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","0","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","31","308.6275373359563","0.01510289899535406","0.2057483788536302","0.06584517452494093","0.3247729250798665","0.08584823593946143","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6895764288586324","0.0559094474566212","0.5733508783392501","0.6544912205477705","0.6919210452766817","0.7141953155968753","0.8388947018340726","3.774174745466796","-4.4408920985006264e-17","0.927657068762632","-4.085620730620576e-16","9.997836146766744","observed_true_unobserved_fitted_probability_imputation","0.013872815710097675","0.0003764288586323161","0.030839296229181367","0.042046001539022625","0.005508779452229495","0.00807895472331821","0.00419531559687536"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","1","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","33","314.2761670696367","0.011593960197151735","0.209514397890407","0.06734278725007187","0.3016822420514659","0.08783436551901962","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6922969573754746","0.06348885913740775","0.5570434767444187","0.6440914167925026","0.693233497145934","0.7349389656212136","0.8467519981811797","4.134890767853787","8.881784197001253e-18","1.0000409843844544","1.0658141036401502e-16","9.582807995047945","observed_true_unobserved_fitted_probability_imputation","0.02134892025404094","0.0030969573754745516","0.0393285176070618","0.048456241263687166","0.01590858320749744","0.006766502854065992","0.02493896562121367"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","2","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","30","318.2086774639137","0.005178210355228502","0.21213582520691018","0.06842810370016385","0.31304990609438466","0.08610121918851082","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6893493513804","0.05483699781619959","0.5706555891249883","0.6594863578786991","0.6818426337647293","0.7264661901232061","0.8213391182705421","3.8279966226718356","2.7755575615628915e-18","0.8417353541650837","2.486899575160351e-16","9.971847805388023","observed_true_unobserved_fitted_probability_imputation","0.016950130150432074","0.00014935138039995355","0.03156490849423831","0.03844656830610916","0.0005136421213008946","0.018157366235270644","0.01646619012320616"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","3","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","32","310.89562967929436","0.004748964010831431","0.20726073506113687","0.06686964070872792","0.3291783770294446","0.08710864871991988","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6919430443263116","0.05595478943171689","0.5686639299174836","0.6574237216454413","0.6859917270820481","0.7225380770109302","0.8343605213274646","4.4572614339116","1.1102230246251566e-18","0.8826929315914965","3.019806626980426e-16","9.542895541347852","observed_true_unobserved_fitted_probability_imputation","0.016178109519893857","0.002743044326311561","0.03474099408902584","0.046196241698930246","0.0025762783545587586","0.014008272917951814","0.012538077010930238"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","4","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","31","283.9348512697105","0.0038856051696187863","0.1892866875927511","0.05905467887364247","0.33950497598922486","0.09173090486129265","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6918127378094445","0.055622655545427016","0.5690916231761609","0.6576301100627583","0.6884120388549936","0.7387872607840488","0.8053122784443747","4.604766212249783","1.7763568394002505e-17","0.9391961786785837","0.0","9.845354542607023","observed_true_unobserved_fitted_probability_imputation","0.016940620683219106","0.0026127378094444875","0.036118035127520126","0.044432964499203975","0.0023698899372417426","0.011587961145006376","0.028787260784048807"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","5","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","32","330.9664604722659","0.016840308564641197","0.22064148116817925","0.0708138878690797","0.28702032310495973","0.08347726116858849","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6872600253795507","0.06679345462194715","0.47755951662152085","0.6564937523219067","0.6861147472862111","0.7469046279046513","0.7994508619894318","4.582143159665695","-3.219646771412954e-17","0.9454675463030103","-1.4210854715202004e-16","9.229525823274837","observed_true_unobserved_fitted_probability_imputation","0.023737777215249344","0.0019399746204493695","0.03757352669277042","0.046638413426241795","0.003506247678093377","0.01388525271378882","0.03690462790465132"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","6","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","31","296.5617544996139","0.0037421862262918258","0.19770446240686146","0.06369725374785987","0.3348141099622342","0.08638726848586926","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6906479349608803","0.05662107734444461","0.5917031237489625","0.649760639239317","0.6818690808187768","0.7326739623665176","0.8280791963253583","4.16808329187166","-1.3322676295501878e-17","0.9152174739827547","2.1316282072803005e-16","10.090746470020889","observed_true_unobserved_fitted_probability_imputation","0.018902642891586736","0.0014479349608802483","0.029248416012114458","0.03784175013708944","0.010239360760682992","0.018130919181223115","0.02267396236651764"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","7","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","34","286.59157595293783","0.008386855349020242","0.19105793327827397","0.061010434880207694","0.3459107439751514","0.08893100322935753","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6953433044464589","0.054940178203066396","0.5785952175788449","0.6561522790981913","0.6829093459731422","0.7248999321350402","0.8292551283527237","4.75439914952454","-1.4432899320127036e-17","0.9167872617546361","0.0","9.69767712429439","observed_true_unobserved_fitted_probability_imputation","0.015790890654011153","0.0061433044464588304","0.03316881615344225","0.042595351700769966","0.0038477209018087377","0.01709065402685772","0.014899932135040261"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","8","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","30","310.11191207731446","0.004096550399968916","0.20673828090126783","0.065551399488783","0.2970235129442466","0.08355042643454495","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6988716363022149","0.049040712228930625","0.5637774729673097","0.6691599692049683","0.6943230564505711","0.7242704732751352","0.8250214668514626","4.164584117251124","8.881784197001253e-18","0.7689620851014143","3.552713678800501e-17","9.509255738287868","observed_true_unobserved_fitted_probability_imputation","0.012727639280475558","0.009671636302214903","0.03301234343213302","0.04136652570273008","0.00915996920496831","0.005676943549428826","0.014270473275135198"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","9","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","35","276.33204013736537","0.048479521625729174","0.18421797819075547","0.058473401127104425","0.37163040085402504","0.0955742828735124","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6942402424387442","0.0664220238747169","0.5375628437997919","0.6486826918676659","0.7008425639822612","0.7373233451891309","0.8617732553167459","4.537244812958362","1.9984014443252817e-17","1.2101663796665927","-1.0658141036401502e-16","10.087352450127309","observed_true_unobserved_fitted_probability_imputation","0.022220361012809452","0.005040242438744125","0.042806470482909774","0.05534102804917516","0.011317308132334114","0.0008425639822612352","0.027323345189130932"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","10","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","32","311.90584170079495","0.005807792132515654","0.2079340595590445","0.0670285705945756","0.3302180486845402","0.0869526051943192","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6892167593244224","0.05136428186552587","0.558141904607955","0.6576394896863053","0.6890450503204868","0.7290652367529854","0.8078842839950117","4.244922753075362","1.3322676295501878e-17","0.7791201310533616","1.7763568394002505e-17","9.782822583166013","observed_true_unobserved_fitted_probability_imputation","0.014047749601537374","1.675932442235517e-05","0.03931123633536854","0.0474965378473212","0.0023605103136947747","0.01095494967951316","0.019065236752985437"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","11","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","43","278.6849488802233","0.013268174098656488","0.18578662227538953","0.0594339725065488","0.3524934302736483","0.08960526473128172","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6916307977785366","0.06095107594469061","0.5728651935908553","0.6538219363011533","0.6809326225044466","0.7284279644700443","0.8215308512744225","4.385721286052404","-2.2204460492503132e-17","1.140067549196393","-2.486899575160351e-16","10.033721959920511","observed_true_unobserved_fitted_probability_imputation","0.02182547973881128","0.0024307977785366086","0.034363707225894734","0.0425845531199786","0.00617806369884677","0.019067377495553317","0.018427964470044356"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","12","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","36","309.5721641309906","0.02874186900997701","0.20637838819400833","0.06735819931842314","0.33605245093433794","0.09241726540302041","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7019607113191096","0.07186670491881514","0.542386806401106","0.6550345857542781","0.6964040911654281","0.7544767712076595","0.8553611538754541","4.339709574040727","3.9968028886505634e-17","1.1581489932957196","3.907985046680551e-16","9.586207360463092","observed_true_unobserved_fitted_probability_imputation","0.027413955454857558","0.012760711319109608","0.041114842019840364","0.05258416814591936","0.004965414245721944","0.003595908834571837","0.04447677120765958"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","13","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","31","291.6884524575362","0.007839793453226742","0.19445571222299576","0.060465440269153056","0.33542116586285875","0.0926454524168075","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6809043111471716","0.06721000545657153","0.5038630275947447","0.6390494801084219","0.6747787318178813","0.7313357640338326","0.8003726926874489","4.541045813220712","-2.6645352591003756e-17","1.0781126707834774","4.796163466380677e-16","9.904086046082599","observed_true_unobserved_fitted_probability_imputation","0.026048886198406045","0.008295688852828387","0.036220137664186955","0.04817936462070202","0.020950519891578145","0.025221268182118672","0.021335764033832638"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","14","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","31","304.7356013898581","0.0025785751550831196","0.20315365519839015","0.06575299850472854","0.3273963037675395","0.08707186290954139","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6823874921642719","0.057105005774785556","0.5820614896051081","0.6369047847375239","0.7008577908203439","0.7200541253330306","0.7978810822951347","4.064054846982636","-8.881784197001253e-18","0.8700716281576482","3.375077994860476e-16","10.150276714265718","observed_true_unobserved_fitted_probability_imputation","0.018272830755481247","0.0068125078357281765","0.03398157895759301","0.04299283251019852","0.023095215262476154","0.0008577908203439844","0.010054125333030628"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","15","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","34","287.5309247365021","0.012397194997792441","0.19168393226980926","0.06087794334040416","0.35491481916254275","0.09187439196060271","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6854101161726487","0.0593590260460176","0.5569885567504026","0.6509174463538843","0.6814997168783922","0.7186179952106204","0.8177964192428281","4.426177992994658","1.1102230246251566e-18","0.9733273629511134","0.0","10.053371227469713","observed_true_unobserved_fitted_probability_imputation","0.019328522406413202","0.003789883827351348","0.03463980344269261","0.04429061669898606","0.009082553646115765","0.018500283121607786","0.008617995210620455"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","16","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","31","300.1171907704763","0.012168219218711815","0.20007485714570553","0.06383417467727073","0.3462145732163805","0.08400638954088929","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6867307132377583","0.04176956244828547","0.6049060860429728","0.6546457489278663","0.6854045293530799","0.7100715570953627","0.7992085416354077","4.161867759304321","-7.771561172376097e-18","0.6745142928603002","2.6645352591003756e-16","9.94301292864892","observed_true_unobserved_fitted_probability_imputation","0.007969843668828651","0.0024692867622417847","0.02880644499984822","0.03792126601891242","0.00535425107213372","0.014595470646920017","7.15570953627731e-05"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","17","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","33","292.0863507793233","0.010043986738643231","0.19472108559953774","0.06214190221569785","0.3275759798089265","0.08760248544509698","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6871323045146935","0.052086730602886364","0.5594371601883303","0.6378931304648067","0.6977767750222283","0.7216070115229906","0.7718136581527857","4.614856194973993","-3.552713678800501e-17","0.8303790928850393","-3.1974423109204507e-16","9.749679154160887","observed_true_unobserved_fitted_probability_imputation","0.01512979802203111","0.0020676954853064977","0.029789933948997413","0.03777381699040811","0.022106869535193363","0.0022232249777716095","0.011607011522990596"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","18","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","30","298.4572423862149","0.002858717492866027","0.19896808593092583","0.06437712631949416","0.3760930173178141","0.09469070176664514","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6776222494977899","0.06964719144870674","0.5392975983106534","0.6275303165944516","0.6711836212252416","0.7324703377360449","0.79978050283587","4.347676607782613","-5.551115123125783e-19","1.0921697471359884","3.1974423109204507e-16","10.134547179252763","observed_true_unobserved_fitted_probability_imputation","0.031088584414325604","0.011577750502210105","0.04817018814838532","0.06042769016730286","0.032469683405548455","0.0288163787747584","0.0224703377360449"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.3","0.3","0.3","False","19","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","1500","3500","5000","50","100","151","1e-06","0.0","1000","1e-07","34","291.63558365101113","0.004844660926675342","0.19442027504730194","0.06270233504936448","0.3386940588748362","0.08521125106473953","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7011315482267042","0.053324988413100884","0.5804961438356223","0.6572079002762404","0.6979495992201415","0.74049746536556","0.8178900938484535","4.143826507885537","6.661338147750939e-18","0.861770620809518","-4.796163466380677e-16","10.202726454033925","observed_true_unobserved_fitted_probability_imputation","0.01543704789482672","0.01193154822670417","0.03274348779802313","0.04112431930991965","0.0027920997237596","0.002050400779858408","0.030497465365560084"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.6","0.6","0.6","False","0","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","3000","2000","5000","50","100","151","1e-06","0.0","1000","1e-07","31","638.2675974510986","0.07148141413404054","0.21275436315465948","0.06773306203881677","0.28766769578889095","0.08414728337011795","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6894443089938236","0.04189477202797444","0.5819981793022367","0.6701903381091003","0.6920224357301015","0.7168653722558908","0.7639548311793581","4.247676614284723","-8.881784197001253e-18","0.6143890384045358","1.4210854715202004e-16","9.533119281904144","observed_true_unobserved_fitted_probability_imputation","0.00856989004297358","0.00024430899382354987","0.019362937978581525","0.023938624138117703","0.010190338109100305","0.007977564269898485","0.006865372255890789"
"pe_rasch","prompteval_rasch_onehot","olym_math","deepseek-anthropic","two_way_balanced","0.6","0.6","0.6","False","1","True","CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH","3000","2000","5000","50","100","151","1e-06","0.0","1000","1e-07","34","649.5996176359932","0.007812115682232144","0.21653175752230852","0.0690763483869079","0.27211319873768053","0.08086186471494504","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6900464835583694","0.044426066137449725","0.6050328308325877","0.6634138428416685","0.6895788262095089","0.7212895279640269","0.8153646857826851","4.544666273522907","3.191891195797325e-18","0.6502114173029143","-5.329070518200751e-16","9.35766577076278","observed_true_unobserved_fitted_probability_imputation","0.007610987450793447","0.0008464835583693597","0.018071910927736818","0.021300504189289977","0.0034138428416684574","0.010421173790491012","0.011289527964026935"
