"method","benchmark","model_key","mask_type","budget","requested_budget","effective_budget","budget_repaired","mask_id","n_obs","n_test","n_total","train_log_loss","train_brier","test_log_loss","test_brier","true_avg","true_sd","true_min","true_q25","true_q50","true_q75","true_max","pred_avg","pred_sd","pred_min","pred_q25","pred_q50","pred_q75","pred_max"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.6","0.6","0.6","False","17","3000","2000","5000","0.6131060319597053","0.2114777777777778","0.6330439894619708","0.21957222222222222","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6873333333333335","0.05914738116275901","0.5833333333333334","0.65","0.6833333333333333","0.7166666666666667","0.8166666666666667"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.6","0.6","0.6","False","18","3000","2000","5000","0.6096181176470671","0.20971666666666666","0.6329206950630841","0.22","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6943333333333334","0.05068801018403892","0.55","0.6666666666666666","0.6833333333333333","0.7333333333333333","0.8"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.6","0.6","0.6","False","19","3000","2000","5000","0.6130496629927266","0.21130555555555558","0.6278252035065907","0.21764444444444445","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.691","0.047524906944099866","0.6","0.65","0.7","0.7166666666666667","0.8"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","0","500","4500","5000","0.5938118075802603","0.20470466804437393","0.7781364664579487","0.2336094653985838","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6731343901196841","0.14022585551808292","0.3","0.5882352941176471","0.6666666666666666","0.7692307692307693","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","1","500","4500","5000","0.5761709120994735","0.1972191736368207","0.7746935329817868","0.2355989000456008","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6780249815543933","0.1467904766238885","0.25","0.6","0.6666666666666666","0.7777777777777778","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","2","500","4500","5000","0.537800466215415","0.18430117105117105","1.2154713772153987","0.2474084708569825","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6942893217893219","0.16866137561958483","0.375","0.5714285714285714","0.7","0.7777777777777778","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","3","500","4500","5000","0.5802356788691964","0.19915490971017288","0.8703522277470758","0.2371939568466889","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6840150463571516","0.15334679693399417","0.16666666666666666","0.6","0.6842105263157895","0.7777777777777778","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","4","500","4500","5000","0.5770865120637315","0.1992952575202575","0.8756918789653663","0.23929083949242705","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6646035908535909","0.15406236237939572","0.3333333333333333","0.5555555555555556","0.6666666666666666","0.75","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","5","500","4500","5000","0.5482367760608036","0.18522914307914307","0.9302116199955772","0.24374284105279684","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.702679487179487","0.16222189055337757","0.3","0.6","0.7142857142857143","0.8181818181818182","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","6","500","4500","5000","0.5172597468033115","0.17442596847596847","1.2148206340032819","0.25144390441232584","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7225656010656012","0.18007070097116548","0.2","0.6363636363636364","0.7142857142857143","0.8571428571428571","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","7","500","4500","5000","0.5354132204346921","0.1812315906315906","1.2525110622770348","0.24489759032701966","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7280663225663225","0.15713233214287767","0.4","0.625","0.7272727272727273","0.8181818181818182","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","8","500","4500","5000","0.5699405288003971","0.19337754467754467","0.7317885304949343","0.231089680218778","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6949768564768566","0.12975505640815188","0.4","0.625","0.6666666666666666","0.8","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","9","500","4500","5000","0.5736270470428976","0.1971796980796981","0.9906320049911802","0.23863921790232653","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.671605561105561","0.16013189172439984","0.3333333333333333","0.6","0.6666666666666666","0.7857142857142857","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","10","500","4500","5000","0.5613998702535125","0.18973067225172488","0.7857032893884456","0.23479565230571633","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7084611382769276","0.12942438074592888","0.375","0.631578947368421","0.7","0.8333333333333334","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","11","500","4500","5000","0.5501875512047048","0.18701364746364743","1.110965258744494","0.2357904256570942","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7244367854367852","0.1269518596455487","0.42857142857142855","0.625","0.7222222222222222","0.8","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","12","500","4500","5000","0.6080337773828556","0.2103636113886114","0.7695800183604575","0.23535546878173627","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6546545954045955","0.14178558706548866","0.2727272727272727","0.5454545454545454","0.6666666666666666","0.75","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","13","500","4500","5000","0.5663399621861605","0.1921322621822622","0.7756668612181341","0.2343557632611643","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7032695637695637","0.13231780863045428","0.42857142857142855","0.6","0.7272727272727273","0.8","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","14","500","4500","5000","0.5668809334071547","0.19457239427239426","1.1437498581877137","0.24638903279140636","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6902134532134532","0.1729508477823569","0.16666666666666666","0.6","0.6923076923076923","0.8181818181818182","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","15","500","4500","5000","0.5827490022266798","0.20099677544677547","0.8402713607778755","0.22840682607206544","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6890454545454547","0.12064639439981943","0.42857142857142855","0.6","0.6666666666666666","0.75","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","16","500","4500","5000","0.5569710800596919","0.18911920856920858","0.9151454799776493","0.24004287696981574","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6998182373182373","0.15314435668820606","0.3333333333333333","0.6","0.7142857142857143","0.8","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","17","500","4500","5000","0.5429875425904346","0.18514193388311037","1.1845489898522084","0.24042201719247905","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7133379626909039","0.1501613282201071","0.25","0.6428571428571429","0.7272727272727273","0.7777777777777778","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","18","500","4500","5000","0.5456414590421109","0.18483841158841158","0.925444849652503","0.24625419307293264","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6969968364968363","0.17513434376435397","0.18181818181818182","0.6","0.7142857142857143","0.8333333333333334","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.1","0.1","0.1","False","19","500","4500","5000","0.5750806745227267","0.19743534243534244","0.883319387522121","0.23972022226948086","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6796884226884227","0.15917820632015592","0.25","0.5714285714285714","0.6666666666666666","0.8","1.0"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","0","1000","4000","5000","0.5964328697655634","0.2045080956540406","0.6534863088904304","0.22821220839805836","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.680076212209541","0.11459714967271736","0.4","0.6","0.7","0.75","0.8823529411764706"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","1","1000","4000","5000","0.5724138794669471","0.1936347781172552","0.6650479524245071","0.23233059045757284","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7029929128759994","0.11777518212941386","0.4666666666666667","0.6111111111111112","0.7142857142857143","0.8","0.8823529411764706"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","2","1000","4000","5000","0.5862830262886678","0.20060259432216224","0.669401143648426","0.23214979350028364","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6901722243182924","0.12163795762423794","0.35","0.5909090909090909","0.7","0.7727272727272727","0.9473684210526315"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","3","1000","4000","5000","0.5937111873098073","0.20344163630179657","0.6570791233479947","0.22852637742747492","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6918016898830784","0.10638955525121631","0.5","0.6153846153846154","0.7058823529411765","0.7692307692307693","0.9285714285714286"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","4","1000","4000","5000","0.6025336790614109","0.2072634921006527","0.6510301941111506","0.22717652308994984","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6734742007556214","0.10929306964582355","0.375","0.6","0.6666666666666666","0.7619047619047619","0.8571428571428571"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","5","1000","4000","5000","0.6004626495370677","0.20681730795329764","0.6560689753561337","0.22737655181198613","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6778214437698822","0.11439505714848097","0.3076923076923077","0.6","0.68","0.75","0.9411764705882353"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","6","1000","4000","5000","0.6139638539565108","0.2123959417186016","0.6429891327788321","0.22334144721905477","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6757263892601219","0.09528540423312183","0.5","0.6086956521739131","0.6785714285714286","0.7391304347826086","0.875"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","7","1000","4000","5000","0.5906249253727328","0.2017761128368717","0.650280714311175","0.22566323870037847","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6986850366463461","0.09383020972032258","0.4666666666666667","0.6428571428571429","0.6875","0.7647058823529411","0.9047619047619048"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","8","1000","4000","5000","0.6130116861439852","0.21183987065561075","0.6447751379896944","0.2246363631188683","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6721261139469221","0.09580183436593537","0.42105263157894735","0.5882352941176471","0.6923076923076923","0.7272727272727273","0.8947368421052632"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","9","1000","4000","5000","0.6300042450567465","0.21957192879999496","0.6331004491927213","0.22040813419139615","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6511944515495212","0.08933350610987788","0.3333333333333333","0.6086956521739131","0.6538461538461539","0.7142857142857143","0.8421052631578947"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","10","1000","4000","5000","0.6122212428067793","0.21150443439379024","0.6366338878395075","0.22155353104662334","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6708550745020002","0.08892263249917617","0.47368421052631576","0.6111111111111112","0.6666666666666666","0.7391304347826086","0.88"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","11","1000","4000","5000","0.5987454900892718","0.20541122090230854","0.649717736358332","0.22642747167900273","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6883893076547001","0.1007175682190181","0.45","0.6111111111111112","0.6956521739130435","0.7727272727272727","0.8823529411764706"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","12","1000","4000","5000","0.5929591930503106","0.202816484185952","0.6575925191357235","0.22859467760336877","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6923454123883123","0.10869043392086927","0.2727272727272727","0.6190476190476191","0.7","0.7692307692307693","0.9333333333333333"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","13","1000","4000","5000","0.5989423909804563","0.20575407552543218","0.6486545269903923","0.22471948367879815","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6910192824885129","0.092365779646025","0.5263157894736842","0.625","0.68","0.75","0.9411764705882353"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","14","1000","4000","5000","0.6241195573832377","0.21712942135474844","0.6386849049027961","0.22159985416275588","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6601552245534625","0.09685198156913699","0.47058823529411764","0.5833333333333334","0.6666666666666666","0.7307692307692307","0.9090909090909091"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","15","1000","4000","5000","0.5771011622870529","0.19581357235736996","0.6589939081251455","0.2288788191061596","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7109804336425753","0.1005912835271724","0.5","0.6333333333333333","0.7142857142857143","0.7857142857142857","0.9090909090909091"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","16","1000","4000","5000","0.5950930806542541","0.20417288582957752","0.657482754695786","0.22737354842761698","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6928349202272679","0.10237461292605475","0.5238095238095238","0.6111111111111112","0.6666666666666666","0.7727272727272727","0.9333333333333333"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","17","1000","4000","5000","0.5927580543089311","0.20341493323977342","0.6630964869707161","0.22895701173712038","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6921742807615401","0.11031524583978972","0.4117647058823529","0.625","0.6818181818181818","0.7777777777777778","0.9473684210526315"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","18","1000","4000","5000","0.5971758799867615","0.20470247413574647","0.6495422188031202","0.22550005169338821","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6902234470728615","0.09418381349558633","0.35294117647058826","0.6470588235294118","0.6818181818181818","0.7368421052631579","0.9047619047619048"
"naive","olym_math","deepseek-anthropic","random_uniform","0.2","0.2","0.2","False","19","1000","4000","5000","0.5807632096637422","0.19776416889776033","0.6607853755084516","0.22816880624217428","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.7123080284242472","0.10151627905425951","0.5238095238095238","0.6363636363636364","0.7142857142857143","0.7777777777777778","0.9375"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","0","1500","3500","5000","0.6005034372165782","0.20607714950385517","0.6441332704970995","0.22389801059288103","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6909246595616407","0.08524514809044745","0.5217391304347826","0.6363636363636364","0.6785714285714286","0.76","0.8695652173913043"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","1","1500","3500","5000","0.6101976221137877","0.21048172318749883","0.6387123719795247","0.22166937456350314","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6834473396953036","0.07826925751226435","0.5172413793103449","0.625","0.6666666666666666","0.7333333333333333","0.85"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","2","1500","3500","5000","0.6109245140621097","0.21065705027885032","0.6356114209028079","0.22060900903677727","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6843014530201779","0.07772887743607172","0.48","0.6333333333333333","0.68","0.7428571428571429","0.8636363636363636"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","3","1500","3500","5000","0.6066304587122658","0.20892828518482104","0.643513996467066","0.22393370245429528","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6825163799504371","0.08840597930780546","0.5","0.6129032258064516","0.6785714285714286","0.75","0.8461538461538461"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","4","1500","3500","5000","0.5995523500957514","0.20543351048346206","0.6386444233505629","0.22171919618688668","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6987670103612068","0.07882533920745173","0.4482758620689655","0.6428571428571429","0.6956521739130435","0.7586206896551724","0.875"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","5","1500","3500","5000","0.6017896080449523","0.2067635968820222","0.6501723079636312","0.22631763661240464","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6863698597927216","0.10202567053163554","0.45161290322580644","0.6363636363636364","0.7027027027027027","0.7407407407407407","0.8636363636363636"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","6","1500","3500","5000","0.6021702770642202","0.20689128807593815","0.6433653556981431","0.22361263784412974","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6890205570672621","0.08890041251065513","0.5","0.6176470588235294","0.6857142857142857","0.75","0.8518518518518519"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","7","1500","3500","5000","0.6186450069694867","0.21414183781922277","0.6315289519409926","0.21941426544058842","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6739225833751525","0.07524370308362206","0.5142857142857142","0.625","0.6818181818181818","0.7407407407407407","0.8"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","8","1500","3500","5000","0.6031894212664689","0.20721439303339834","0.6450530775026647","0.22406807349035762","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6908129454481572","0.08470620948638705","0.4230769230769231","0.64","0.6896551724137931","0.75","0.92"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","9","1500","3500","5000","0.5945279521391452","0.20308801773672458","0.6425270191377077","0.22327777017390443","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.706507812390643","0.07118039584922745","0.5555555555555556","0.6451612903225806","0.7142857142857143","0.75","0.8571428571428571"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","10","1500","3500","5000","0.6084104346181154","0.20990134815691658","0.6474582151532597","0.22544667856154138","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6744383349153732","0.09810639328499883","0.4444444444444444","0.6071428571428571","0.6764705882352942","0.7586206896551724","0.8787878787878788"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","11","1500","3500","5000","0.6118684254880361","0.21119926837469397","0.6329286964906429","0.21960221667283408","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6811917421663207","0.0816422210597093","0.5","0.6153846153846154","0.6875","0.75","0.8620689655172413"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","12","1500","3500","5000","0.6205039761855646","0.21524644987976202","0.631853878595539","0.21899314584568028","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6700537747464677","0.07885873165046291","0.46153846153846156","0.6333333333333333","0.6666666666666666","0.7142857142857143","0.92"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","13","1500","3500","5000","0.6074423224122153","0.20896116832896738","0.6343122177045033","0.22014553912784504","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6896602678900869","0.07015374189297449","0.5333333333333333","0.6451612903225806","0.696969696969697","0.71875","0.8571428571428571"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","14","1500","3500","5000","0.59768006669642","0.2048059403021681","0.6436833038846501","0.2238540322116522","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6936753076374838","0.09109726908449488","0.48717948717948717","0.6153846153846154","0.7","0.7407407407407407","0.8529411764705882"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","15","1500","3500","5000","0.6178179790461067","0.2142693163306432","0.6412748401620091","0.22248114372484523","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6700680582310923","0.09179440570997491","0.5142857142857142","0.6","0.6451612903225806","0.7575757575757576","0.8928571428571429"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","16","1500","3500","5000","0.6026938996636668","0.20686296913312405","0.6362644414713325","0.22106888547678344","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6937508180716098","0.08100924557309108","0.4722222222222222","0.64","0.7037037037037037","0.75","0.8666666666666667"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","17","1500","3500","5000","0.6029557657274107","0.2070413183322399","0.642044344927257","0.22328828282492966","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.695102118462518","0.08184939469329147","0.4827586206896552","0.6428571428571429","0.6875","0.76","0.84"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","18","1500","3500","5000","0.6154313784863186","0.21284152778081852","0.6393109927156237","0.22202959187673493","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6751896911252345","0.08111713824705233","0.5217391304347826","0.6129032258064516","0.6875","0.7241379310344828","0.8709677419354839"
"naive","olym_math","deepseek-anthropic","random_uniform","0.3","0.3","0.3","False","19","1500","3500","5000","0.6187394491755575","0.2145171980436562","0.637496588602667","0.22156933149877633","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6657708065119925","0.08693930478411466","0.43478260869565216","0.6176470588235294","0.6521739130434783","0.7142857142857143","0.8387096774193549"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","0","3000","2000","5000","0.6136074182366857","0.21155335334771605","0.6274229348462014","0.2174623625551401","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.690233088566097","0.04759010167113628","0.5862068965517241","0.6607142857142857","0.6923076923076923","0.7241379310344828","0.7903225806451613"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","1","3000","2000","5000","0.6131866580525405","0.211366761029582","0.6305835082562719","0.21885149025343908","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6896988934161467","0.04859708380787654","0.5892857142857143","0.6666666666666666","0.6923076923076923","0.7121212121212122","0.8"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","2","3000","2000","5000","0.6170153571108346","0.2132302514971265","0.6259523766563959","0.21662563728088743","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6840266839416228","0.05689160931575731","0.5689655172413793","0.6417910447761194","0.6865671641791045","0.7333333333333333","0.7857142857142857"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","3","3000","2000","5000","0.6113537964283372","0.2106168239310529","0.6339401764799925","0.22024500197474411","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6907678570657808","0.05687975738310875","0.5636363636363636","0.6612903225806451","0.6964285714285714","0.7258064516129032","0.8333333333333334"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","4","3000","2000","5000","0.6162570705380314","0.21284215613860988","0.6271298109654062","0.2170789931684733","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6865095281920277","0.05289164332031959","0.5636363636363636","0.6415094339622641","0.6909090909090909","0.7162162162162162","0.7959183673469388"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","5","3000","2000","5000","0.613193825006146","0.2113641739867515","0.628798198159362","0.2181004143038864","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6909469892922343","0.04851314125456979","0.5714285714285714","0.6451612903225806","0.6911764705882353","0.7258064516129032","0.7962962962962963"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","6","3000","2000","5000","0.6166387374232281","0.21305307645027077","0.6213895507239908","0.21464329286386258","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6847676342968099","0.051519450796971455","0.5833333333333334","0.6530612244897959","0.676923076923077","0.7169811320754716","0.8225806451612904"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","7","3000","2000","5000","0.6127184996293679","0.21113627131460252","0.6306852651656163","0.21886832612780785","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6910394129224632","0.048003842966307116","0.5789473684210527","0.6666666666666666","0.6956521739130435","0.7205882352941176","0.7966101694915254"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","8","3000","2000","5000","0.61493229978715","0.21232936349143242","0.6328106973782733","0.21957239903277456","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6845377150207633","0.06207825058807506","0.5303030303030303","0.6440677966101694","0.6842105263157895","0.7272727272727273","0.8214285714285714"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","9","3000","2000","5000","0.6184383288953975","0.21382830603561417","0.6202582240891493","0.2142571079551195","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6839182412771695","0.047572321413403805","0.5849056603773585","0.6538461538461539","0.6923076923076923","0.711864406779661","0.8166666666666667"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","10","3000","2000","5000","0.622476850689783","0.21582319080361556","0.619181488632101","0.21337797803089353","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6765026735711234","0.051929006066119235","0.5967741935483871","0.6333333333333333","0.6666666666666666","0.711864406779661","0.8125"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","11","3000","2000","5000","0.6236867819285975","0.21633110799689287","0.613799313522936","0.2111405859401481","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6771830698276918","0.050901352001391","0.5471698113207547","0.65","0.6721311475409836","0.7076923076923077","0.7884615384615384"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","12","3000","2000","5000","0.6117428843919059","0.2107546241418172","0.6310392390456926","0.218951055760811","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6906859118237353","0.056556272329149934","0.5517241379310345","0.6507936507936508","0.6964285714285714","0.7313432835820896","0.8163265306122449"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","13","3000","2000","5000","0.6152251056753597","0.212346136623003","0.6268697244824131","0.2171384614205829","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6865829121095876","0.05146310051907725","0.5344827586206896","0.6557377049180327","0.6833333333333333","0.71875","0.8135593220338984"
"naive","olym_math","deepseek-anthropic","random_uniform","0.6","0.6","0.6","False","14","3000","2000","5000","0.6146741373882202","0.2120956633414743","0.6294418982873883","0.21814089752087346","0.6892","0.03746236206419145","0.61","0.66","0.7","0.71","0.8","0.6861633562723892","0.05445704520276218","0.56","0.6545454545454545","0.6949152542372882","0.7205882352941176","0.8"
