mask_design,budget,method,n_models,n_subjects,n_model_subjects,prompt_mae_mean_subject_mean,prompt_mae_mean_subject_std,prompt_mae_mean_subject_se,prompt_mae_std_subject_mean,prompt_mae_std_subject_std,prompt_mae_std_subject_se,prompt_rmse_mean_subject_mean,prompt_rmse_mean_subject_std,prompt_rmse_mean_subject_se,prompt_rmse_std_subject_mean,prompt_rmse_std_subject_std,prompt_rmse_std_subject_se,wasserstein_1_mean_subject_mean,wasserstein_1_mean_subject_std,wasserstein_1_mean_subject_se,wasserstein_1_std_subject_mean,wasserstein_1_std_subject_std,wasserstein_1_std_subject_se,test_log_loss_mean_subject_mean,test_log_loss_mean_subject_std,test_log_loss_mean_subject_se,test_log_loss_std_subject_mean,test_log_loss_std_subject_std,test_log_loss_std_subject_se,test_brier_mean_subject_mean,test_brier_mean_subject_std,test_brier_mean_subject_se,test_brier_std_subject_mean,test_brier_std_subject_std,test_brier_std_subject_se,converged_rate_subject_mean,converged_rate_subject_std,converged_rate_subject_se,cover_prompt_latent_95_mean_subject_mean,cover_prompt_latent_95_mean_subject_std,cover_prompt_latent_95_mean_subject_se,cover_prompt_latent_95_std_subject_mean,cover_prompt_latent_95_std_subject_std,cover_prompt_latent_95_std_subject_se,mean_interval_width_latent_95_mean_subject_mean,mean_interval_width_latent_95_mean_subject_std,mean_interval_width_latent_95_mean_subject_se,mean_interval_width_latent_95_std_subject_mean,mean_interval_width_latent_95_std_subject_std,mean_interval_width_latent_95_std_subject_se,median_interval_width_latent_95_mean_subject_mean,median_interval_width_latent_95_mean_subject_std,median_interval_width_latent_95_mean_subject_se,median_interval_width_latent_95_std_subject_mean,median_interval_width_latent_95_std_subject_std,median_interval_width_latent_95_std_subject_se,cover_prompt_predictive_95_mean_subject_mean,cover_prompt_predictive_95_mean_subject_std,cover_prompt_predictive_95_mean_subject_se,cover_prompt_predictive_95_std_subject_mean,cover_prompt_predictive_95_std_subject_std,cover_prompt_predictive_95_std_subject_se,mean_interval_width_predictive_95_mean_subject_mean,mean_interval_width_predictive_95_mean_subject_std,mean_interval_width_predictive_95_mean_subject_se,mean_interval_width_predictive_95_std_subject_mean,mean_interval_width_predictive_95_std_subject_std,mean_interval_width_predictive_95_std_subject_se,median_interval_width_predictive_95_mean_subject_mean,median_interval_width_predictive_95_mean_subject_std,median_interval_width_predictive_95_mean_subject_se,median_interval_width_predictive_95_std_subject_mean,median_interval_width_predictive_95_std_subject_std,median_interval_width_predictive_95_std_subject_se,cover_avg_latent_95_mean_subject_mean,cover_avg_latent_95_mean_subject_std,cover_avg_latent_95_mean_subject_se,cover_avg_latent_95_std_subject_mean,cover_avg_latent_95_std_subject_std,cover_avg_latent_95_std_subject_se,avg_interval_width_latent_95_mean_subject_mean,avg_interval_width_latent_95_mean_subject_std,avg_interval_width_latent_95_mean_subject_se,avg_interval_width_latent_95_std_subject_mean,avg_interval_width_latent_95_std_subject_std,avg_interval_width_latent_95_std_subject_se,cover_avg_predictive_95_mean_subject_mean,cover_avg_predictive_95_mean_subject_std,cover_avg_predictive_95_mean_subject_se,cover_avg_predictive_95_std_subject_mean,cover_avg_predictive_95_std_subject_std,cover_avg_predictive_95_std_subject_se,avg_interval_width_predictive_95_mean_subject_mean,avg_interval_width_predictive_95_mean_subject_std,avg_interval_width_predictive_95_mean_subject_se,avg_interval_width_predictive_95_std_subject_mean,avg_interval_width_predictive_95_std_subject_std,avg_interval_width_predictive_95_std_subject_se
balanced,1600.0,PE-Rasch,5,10,50,0.04767943726333419,0.007455208444577187,0.0010543256892639485,0.0036693467512252443,0.0009811781087133585,0.00013875953884460147,0.060872428040693025,0.009131125087638662,0.0012913360938663812,0.004629820277048688,0.0013313312672010515,0.00018827867340870857,0.03231028503213599,0.005907997748007119,0.000835517054170137,0.003866353717531616,0.0010181357278692476,0.00014398613546892926,0.26501850184759057,0.06315283018238262,0.008931158894617043,0.014410998712966226,0.003380036431141144,0.000478009336223496,0.07574256390277974,0.021290289962057635,0.003010901681119767,0.0025733030534752684,0.0006955895988494457,9.837122445385467e-05,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balanced,1600.0,BayPIRE,5,10,50,0.018811729948293818,0.004321883534223985,0.0006112066309096523,0.001190048203305916,0.00043748262669604884,6.186938639761581e-05,0.023353346937487383,0.005313835117920014,0.0007514897691976919,0.00139917983632653,0.0004656489349437991,6.585270391021077e-05,0.01175911385018743,0.002694767667425008,0.0003810976982716956,0.0022926707776762837,0.0010232312646962028,0.00014470675319775442,0.20428165911914126,0.059530340327034914,0.008418861466317876,0.003609356294761014,0.0011480228531912495,0.00016235494888973217,0.06142742760588594,0.020237069912694278,0.0028619538733224755,0.00099962372333805,0.00036472573104703263,5.158000753931554e-05,0.934,0.18251083277885907,0.025810929499587052,0.8105800000000001,0.05256369896591746,0.00743362959660971,0.08115267526492075,0.02068550182988774,0.002925371723232072,0.06538319068457878,0.014192610636513725,0.0020071382447638354,0.013290560073090154,0.00573649782005727,0.0008112633017648685,0.06535443499572823,0.014146192253300854,0.002000573694055528,0.013256107262135768,0.0057472466558514314,0.000812783416700851,0.98052,0.011521479496831934,0.0016293832563023265,0.014158638062436208,0.006935046180630722,0.00098076363643317,0.10294388746277681,0.02020235345806308,0.0028570442252247802,0.008753496767732656,0.004411544912431088,0.0006238866646178072,0.10301845904417978,0.019977192296815417,0.0028252016284291684,0.009058453610623128,0.004345537492373651,0.0006145518057515588,0.936,0.06928203230275506,0.009797958971132708,0.17708754896942921,0.17488577418876997,0.024732583372387703,0.0207479470414684,0.00262889575982751,0.0003717820037613187,0.0006677857148948541,0.00015193008536418807,2.1486158725453683e-05,0.9599999999999999,0.06388765649999398,0.00903507902905251,0.10962562555250381,0.1635213411911219,0.023125409844992284,0.022299688402281456,0.0029456556513769512,0.0004165786172258238,0.0007199792256076939,0.00018225274402639747,2.5774430238184337e-05
random,200.0,Avg,5,10,50,0.2720691748439185,0.01320903052779426,0.0018680390118206882,0.018763701410630745,0.004335145644584503,0.0006130821765434058,0.33612101556859153,0.015375690045188564,0.0021744509392750654,0.01830560291191777,0.005445665547417681,0.0007701334073305989,0.2532037945357984,0.012669846223271124,0.001791786836213156,0.018698445279139598,0.004426486852797635,0.0006259997740892614,4.3878941752153215,0.3192696202987723,0.04515154270802322,0.3777333525127286,0.09504131188547135,0.01344087122541648,0.34404137238558014,0.028236073375658297,0.003993183791601782,0.012578273615862296,0.003472202625724235,0.0004910436044606685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,200.0,PE-Rasch,5,10,50,0.12541480633993957,0.021873580530852924,0.003093391424439229,0.015762992485588274,0.004016210157251282,0.0005679778873725344,0.1652531406267478,0.023693604812947095,0.003350781726797822,0.018410224291806852,0.005310727671229041,0.0007510503098722193,0.1059152814229374,0.023082711679382105,0.003264388391333001,0.016072280750970277,0.004235694887363914,0.0005990177155784426,0.5780351533566482,0.12926648277422106,0.018281041309957148,0.0490475256176178,0.013956999882511912,0.0019738178523888037,0.1626327119017965,0.032316760801816204,0.004570280141789569,0.012602392687399943,0.0033727397905129364,0.00047697743540987857,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,200.0,BayPIRE,5,10,50,0.029200049511752573,0.0056863152712133954,0.0008041664176479228,0.00950018129732847,0.004298572051805895,0.0006079098894501839,0.03497818023705906,0.006734718342344188,0.0009524330018506,0.0098208308683016,0.003993290507567158,0.0005647365594297214,0.024061753006105815,0.005509428876255982,0.000779150903773117,0.011901408703178105,0.004748047349827727,0.0006714752956916003,0.39368465883657566,0.05496206787829196,0.0077728101809551135,0.017427455902757585,0.004864620736029429,0.0006879612620694207,0.12025624245497397,0.021749866411671977,0.003075895605918955,0.007363924858311555,0.001990174278407686,0.0002814531456010238,1.0,0.0,0.0,0.9947600000000001,0.00639055425401189,0.0009037608497104692,0.01058344634595619,0.0125316649769806,0.0017722450569561884,0.23181485737319968,0.03127326251815125,0.004422707199282366,0.03346835328879705,0.012396806480743873,0.0017531731855182663,0.2318649816761145,0.03131867036103152,0.004429128838006305,0.033618981140973676,0.012442623628710176,0.0017596527087225865,0.9991199999999999,0.0017099946294222873,0.00024182975965141533,0.002141160161907238,0.004237010273770847,0.0005992037393080873,0.2544876134443967,0.02931527002314419,0.004145805245135995,0.031329619434477304,0.012062746791574002,0.001705930011211649,0.2542968430741074,0.02930589258011689,0.004144479074425036,0.0315967159816321,0.011925911294885681,0.0016865785496885809,0.964,0.06627093431281829,0.009372125409632413,0.09609650720872864,0.15825334596862667,0.02238040281597534,0.11169077319051862,0.005320601520950974,0.0007524466830911784,0.00486576778403262,0.0011809732732585114,0.0001670148419842334,0.97,0.058028845747399714,0.008206518066482897,0.08555558167483404,0.14758916056842833,0.020872259253513176,0.11219231498563424,0.005318125324072602,0.0007520964959703284,0.004814553816752777,0.001189904363774389,0.00016827788891766697
random,400.0,Avg,5,10,50,0.21086218766899661,0.009860053193861762,0.0013944220952479456,0.013917853568486722,0.0035061972169844902,0.0004958511656614267,0.2649761720666819,0.012664854771371322,0.0017910809383158927,0.01598744781531263,0.0038966721304649118,0.000551072657502474,0.1924996679718429,0.010343470252392573,0.0014627875912936236,0.014128104981156358,0.0035853234189819057,0.0005070413004618085,2.6470090865413,0.11251171415058164,0.015911559207759742,0.30642486128090884,0.07405201162264564,0.010472535915775552,0.30190388288247394,0.024830077012644,0.003511503166604957,0.008942676807126878,0.0021570377520713324,0.0003050512043530052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,400.0,PE-Rasch,5,10,50,0.09552893556791175,0.01925643165119207,0.0027232706804026356,0.011789261053392858,0.003233705587255532,0.0004573150298218427,0.1335836599312959,0.02142541978420584,0.003030011923836073,0.0145999219489059,0.004307915507584736,0.000609231253638371,0.07675088903955507,0.018211130870634838,0.0025754428263403137,0.012069801590527668,0.0032678839194627642,0.0004621485759165188,0.5110109840468143,0.15208345255471348,0.021507848121540094,0.04636961166616107,0.014092463099279392,0.0019929752442243297,0.12785472780593704,0.032611233126839195,0.004611924817368674,0.010179914353766624,0.002520146459122798,0.00035640253016579936,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,400.0,BayPIRE,5,10,50,0.0233687705065045,0.0050294041553453584,0.0007112651567145006,0.004339236357309189,0.0023024362959180905,0.00032561366361874366,0.028688030763329896,0.006273137227116325,0.0008871555745215456,0.004803200945699633,0.0022714613401259294,0.0003212331433612255,0.018098543670966544,0.003667848465369256,0.0005187121044454545,0.00575978537275596,0.0028483412339451375,0.000402816280331173,0.29515703983952696,0.058573314747712435,0.008283517610936295,0.012317180995983057,0.0028800231868415095,0.0004072967850780245,0.08598612193023321,0.021396642500555355,0.0030259422013533955,0.004837464627475782,0.001161747610381049,0.00016429592266554137,1.0,0.0,0.0,0.97346,0.02129885500419674,0.003012112960995309,0.03030762387116632,0.024948089910832815,0.0035281927107203145,0.14459580157038915,0.02576013168583433,0.003643032759862381,0.021831011441363887,0.01245022514925691,0.0017607277260677711,0.14470922383634718,0.02576571254669847,0.0036438220127747592,0.02185758092527483,0.01245538499619974,0.0017614574386204034,0.9960999999999999,0.003955105199973468,0.0005593363414414831,0.007828182730566366,0.008255253231849877,0.001167469108130642,0.17232111996127855,0.02693441523948038,0.003809101532626173,0.018951148928696388,0.010844894825327994,0.0015336997344488647,0.17239159289494224,0.026890579750508684,0.00380290225832447,0.018920034395822044,0.010823637117315023,0.0015306934405511735,0.9660000000000001,0.05573259772323187,0.00788177955664784,0.0990847000186092,0.154171033216338,0.02180307660996181,0.06672613913257729,0.005147492599516352,0.0007279653846451164,0.0031224448219173504,0.0007859304348608642,0.00011114734800620184,0.9640000000000001,0.05627918743883487,0.00795907901553378,0.10540925533894598,0.1564921592871903,0.02213133340689952,0.06745276146036558,0.0050997914446584015,0.0007212194226310191,0.0031283829917454183,0.0007799875062966819,0.00011030689098863374
random,800.0,Avg,5,10,50,0.13844086104266862,0.006378161192260896,0.0009020082061097108,0.009764144263782082,0.0024796281656313153,0.00035067237814781255,0.17553809943178764,0.00825507509675067,0.0011674439160233188,0.012400323756009381,0.003197754540910645,0.0004522307840895984,0.12055241899168329,0.00726464799757122,0.0010273763724031766,0.009828526547419753,0.0025141420159535788,0.0003555533736693585,1.096501208269179,0.062446915858885205,0.008831327533600697,0.15192603565713855,0.035773507603978065,0.005059137962720282,0.2620932644937917,0.021057977118565014,0.002978047683721695,0.004853840521850306,0.0012169166541439475,0.00017209800365680596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,800.0,PE-Rasch,5,10,50,0.07199397790225179,0.014624015462357842,0.0020681481003220308,0.006719673668409456,0.001502390190338417,0.0002124700583152885,0.09699274357930157,0.01654677855888439,0.0023400678651558644,0.009792555097200555,0.0021656405675412886,0.00030626782618422573,0.05475254893504842,0.013358939719638927,0.0018892393730438,0.0069985547322966475,0.0016606473940689007,0.0002348510067011777,0.3852533719467312,0.09872708917991753,0.013962118849185742,0.030558546322583126,0.009729984034628237,0.001376027538344494,0.09751172412695486,0.02656489216611784,0.0037568430784302637,0.005677694388886815,0.0014249703544616335,0.00020152124012592386,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
