model,subject,mask_design,benchmark,model_id,budget,mask_type,method,prompt_mae_mean,prompt_mae_std,prompt_rmse_mean,prompt_rmse_std,wasserstein_1_mean,wasserstein_1_std,test_log_loss_mean,test_log_loss_std,test_brier_mean,test_brier_std,converged_rate,cover_prompt_latent_95_mean,cover_prompt_latent_95_std,mean_interval_width_latent_95_mean,mean_interval_width_latent_95_std,median_interval_width_latent_95_mean,median_interval_width_latent_95_std,cover_prompt_predictive_95_mean,cover_prompt_predictive_95_std,mean_interval_width_predictive_95_mean,mean_interval_width_predictive_95_std,median_interval_width_predictive_95_mean,median_interval_width_predictive_95_std,cover_avg_latent_95_mean,cover_avg_latent_95_std,avg_interval_width_latent_95_mean,avg_interval_width_latent_95_std,cover_avg_predictive_95_mean,cover_avg_predictive_95_std,avg_interval_width_predictive_95_mean,avg_interval_width_predictive_95_std
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,random_uniform,Avg,0.2518499948283,0.0173012413638665,0.3106981412123452,0.0229696564543321,0.2288766614949666,0.0167235345439768,3.920274328010707,0.3907450481725567,0.3076513736371428,0.0148251878167786,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,random_uniform,BayPIRE,0.0318060196805563,0.0098248668510703,0.0383696109441825,0.0107942516764394,0.0250462069379013,0.0126057070060013,0.4132137001079778,0.0229687633788212,0.1274162501106332,0.0097462272537941,1.0,0.992,0.0220100986922922,0.2351304908892372,0.0263529385046605,0.2350274958745412,0.0259715447103634,0.999,0.0031622776601683,0.2620199999999998,0.0245970081175197,0.2610499999999997,0.024242066285236,1.0,0.0,0.1080448415024434,0.0041128905816834,1.0,0.0,0.1085817499999999,0.0039728049582267
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,200.0,random_uniform,PE-Rasch,0.1200041565705209,0.0136648286338044,0.1628207235468964,0.01638755139436,0.0941192478284519,0.0129989841258941,0.6789192313451042,0.0574005904610923,0.1760229903482094,0.0146050307831939,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,random_uniform,Avg,0.2031817862032893,0.017443171588604,0.2572209529146885,0.0229485908021065,0.1793070242985274,0.0173626030814154,2.5853486437377513,0.3839929958176969,0.2782959034841452,0.0125781141724515,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,random_uniform,BayPIRE,0.0301896425048653,0.0077356269883178,0.0368988349698237,0.0086634536171142,0.0223101568209599,0.0101128340877542,0.3452679441111954,0.0145758273598262,0.1039756439702926,0.005454013184703,1.0,0.945,0.0713753770178795,0.1675355537470484,0.0274538907146042,0.1674249186958673,0.0277278913634917,0.993,0.018885620632287,0.1990072499999999,0.0230357569711982,0.1995374999999999,0.0231461277359014,0.9,0.3162277660168379,0.0682727045606002,0.001819455984759,0.9,0.3162277660168379,0.0690077499999999,0.0017271775507071
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,400.0,random_uniform,PE-Rasch,0.1114761692937592,0.0079975871064328,0.158593572445011,0.011698300894636,0.0858110605735427,0.0090814973197082,0.713903727571796,0.0505239056593345,0.1645434831311741,0.0072440069712402,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,random_uniform,Avg,0.1298531269162863,0.0115767037780638,0.1654319510488658,0.0117711978963628,0.1092773293804887,0.0107566261676517,1.1550020939227983,0.1618309024170563,0.2391189061969025,0.0044691900503108,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,random_uniform,BayPIRE,0.0265587572252463,0.0029922340095075,0.0326566330264916,0.0040649604590924,0.0167656877351625,0.0049177018623945,0.2992756332068628,0.0062442789869906,0.0905332511121847,0.0021259574644087,1.0,0.908,0.0630343821523883,0.1242077801623954,0.0341081107145585,0.123675368674466,0.0336469930673764,0.992,0.0122927259430571,0.1628574999999999,0.0267001919728845,0.1629999999999999,0.0266874918683307,0.9,0.3162277660168379,0.0406544618699609,0.0021445638898772,0.9,0.3162277660168379,0.0420654999999999,0.0019396161561848
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,800.0,random_uniform,PE-Rasch,0.0855626939935085,0.0064801976077464,0.1102071277405245,0.0093588172941808,0.0649662547896048,0.0061434815917704,0.4932798139135037,0.0265917006483382,0.1257130230273,0.0047628651288638,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,1600.0,random_uniform,Avg,0.0799958942042523,0.0071512668711494,0.1006150084501129,0.0086151172168407,0.0593839758603357,0.006722791884601,0.6495848863470977,0.0225980575068208,0.2204420940890719,0.0025039405246678,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,1600.0,random_uniform,BayPIRE,0.0230789734304732,0.0010518551257878,0.0285024990094605,0.0012863414199653,0.0146125699293918,0.0014270159883617,0.2735886873006468,0.0044108618041025,0.0843369350698348,0.0014365544273571,1.0,0.765,0.0834332734052255,0.0710497207258634,0.012470465358028,0.0709297184590251,0.0124472460262745,0.984,0.0142984070596848,0.1225172499999999,0.0076244314405512,0.123,0.0082327260234856,1.0,0.0,0.0246019518415508,0.0011335188683778,1.0,0.0,0.0266132499999999,0.0011145434104999
meta_llama_llama_3_8b,abstract_algebra,random,mmlu:abstract_algebra,meta_llama_llama_3_8b,1600.0,random_uniform,PE-Rasch,0.0556189261973407,0.0035031536948366,0.0723689364209988,0.0038871393856866,0.0358667180349763,0.0034407628372883,0.3363893385431591,0.019803729536721,0.0998457331255353,0.0024700382617355,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,200.0,two_way_balanced,Avg,0.2925148094652593,0.0130467302223742,0.3296186623942924,0.0154748885107976,0.2744555502060001,0.0117167327070616,4.315579500441164,0.3172589776476004,0.3313327024252632,0.0104959931389486,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,200.0,two_way_balanced,BayPIRE,0.0281209535998058,0.0062273337215576,0.0339214196875052,0.0067797118150777,0.0223942783550468,0.0082121023270136,0.3354808828080928,0.0101145548676219,0.0930274201547429,0.0044448296368472,1.0,0.998,0.0042163702135578,0.2436003190236021,0.0320105720553477,0.2429555558649942,0.031301635564511,1.0,0.0,0.2617887037037035,0.02998546785723,0.2614814814814815,0.0296399159099706,1.0,0.0,0.0906528908679331,0.0034276412909639,1.0,0.0,0.0912237037037037,0.0028985147219489
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,200.0,two_way_balanced,PE-Rasch,0.122508739838143,0.0138582718814549,0.1602502669265778,0.0179728098608865,0.1025656436943003,0.0139596751976505,0.4588158733343778,0.0231209130955042,0.1277033489631766,0.0086472584787086,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,400.0,two_way_balanced,Avg,0.1914870349992593,0.0163823181048525,0.2315234132101354,0.0184053423814481,0.1719611090733334,0.0153306425871853,1.948455544988899,0.2645464256494848,0.2764041015441221,0.009270419448668,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,400.0,two_way_balanced,BayPIRE,0.0229203975435381,0.0029874129251488,0.028019617368436,0.0031953746471513,0.018776173501797,0.003454906597443,0.244315483033533,0.0081758012911666,0.0671114961482735,0.0028493505038103,1.0,0.965,0.0206827894099847,0.1190098327921495,0.0092406861093788,0.1187905780702796,0.0092703093184469,0.996,0.006992058987801,0.1441407407407406,0.0079118322061584,0.1451851851851851,0.0086947243761279,0.9,0.3162277660168379,0.0502235201283489,0.0017393027480213,0.9,0.3162277660168379,0.0510188888888889,0.0015979791669718
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,400.0,two_way_balanced,PE-Rasch,0.0807981737173045,0.0092918875210392,0.1199357502492332,0.0121183763164649,0.0607224677444024,0.0092685479106713,0.424500648353924,0.0437357937535189,0.1052290309416565,0.0090481600811493,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,800.0,two_way_balanced,Avg,0.1370425921504444,0.0105845318155958,0.1662000131531263,0.0118012903923204,0.1185388884467407,0.010383457077143,0.9603189582682956,0.0946292205204822,0.2505556099149606,0.0044644849049419,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,800.0,two_way_balanced,BayPIRE,0.0204637991083095,0.0010610505012961,0.0251663026276493,0.0010841576637582,0.0151955988544347,0.001924657601304,0.1999959994085628,0.0067903985679688,0.0570801018175751,0.0015893387752528,1.0,0.893,0.0611101010017529,0.0849193314547612,0.0178760397412854,0.0848735509613417,0.0179105085113426,0.984,0.0117378779077726,0.1134735185185184,0.0138027305141553,0.1133518518518517,0.0135770057860677,1.0,0.0,0.0314014631070949,0.0016833636704679,1.0,0.0,0.0323903703703704,0.0018128810559184
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,800.0,two_way_balanced,PE-Rasch,0.0657403277480399,0.0056712844232681,0.0876243258070589,0.0082767913215303,0.0467631027131668,0.0057413284792441,0.3473263281124644,0.0281000912717179,0.0858985497827685,0.0049674517079646,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,1600.0,two_way_balanced,Avg,0.0864412037037037,0.0059359864486455,0.108701141638419,0.0061690529363517,0.0690634259259259,0.0066179479330193,0.668192137868716,0.0050085636046652,0.2341361278886554,0.0017490831927458,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,1600.0,two_way_balanced,BayPIRE,0.0190978440180667,0.0008506502344748,0.0231471209207901,0.0009604409839218,0.013467455389364,0.0018628780298608,0.1770079664483973,0.0019814564052999,0.0533059773401448,0.0006167462354856,1.0,0.8230000000000001,0.0658364978142401,0.0655788893379838,0.0108042285923191,0.0656102042293575,0.0107086193453345,0.982,0.0175119007154182,0.0967059259259259,0.0064705553880185,0.0966759259259259,0.0074938945326155,1.0,0.0,0.0201835923694068,0.0007217578966116,1.0,0.0,0.0215727777777777,0.00071684823999
meta_llama_llama_3_8b,anatomy,balanced,mmlu:anatomy,meta_llama_llama_3_8b,1600.0,two_way_balanced,PE-Rasch,0.0470589680048798,0.0029059753630102,0.0589847087978083,0.003831837937328,0.0322194691298446,0.0031572969036454,0.2366779218361813,0.0111817014976616,0.0686815848825113,0.0016474684555317,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,200.0,random_uniform,Avg,0.2657006035256085,0.020019366275774,0.330138637830083,0.0180168358648878,0.2443539368589419,0.0188481671488303,4.201221564875009,0.4458492802351703,0.3314711872885468,0.0122599121662437,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,200.0,random_uniform,BayPIRE,0.0300062992511817,0.0101352330741407,0.035781912780241,0.0105944930670554,0.0245313791886675,0.0137918045805927,0.3855068616854766,0.0239597255153658,0.1162633912403871,0.0096453854570156,1.0,0.996,0.0096609178307929,0.2239536030874574,0.0399521315464797,0.2240406067410963,0.0401580395912305,1.0,0.0,0.2445762962962962,0.0382838855227349,0.2455648148148148,0.0376135290581203,1.0,0.0,0.1114414984185526,0.0042258676067417,1.0,0.0,0.111887037037037,0.0045908898509475
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,200.0,random_uniform,PE-Rasch,0.1293590788697918,0.0188821667341987,0.1755968140272843,0.0247509911056559,0.1081474982907967,0.0187750754517117,0.5641079362512934,0.0712762093378987,0.1618064239379046,0.0176092707423907,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,400.0,random_uniform,Avg,0.2035996146768399,0.0215111802653608,0.2533840802679308,0.0205844344817255,0.1841270749943002,0.0201140294397814,2.549834847485937,0.4046601619739224,0.2874547230822325,0.0111441945183111,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,400.0,random_uniform,BayPIRE,0.0209685724759904,0.0010895174361571,0.025904667545434,0.0017210150515532,0.0162011157361431,0.0019557624808349,0.2702481485530431,0.0118598586405723,0.0761443304783704,0.0050055894417975,1.0,0.989,0.0137032031940629,0.1370679167356047,0.0189350355899526,0.1371631212847995,0.019151950962985,0.998,0.0042163702135578,0.1608607407407407,0.0159278039566434,0.160796296296296,0.015220036790043,1.0,0.0,0.0666506040663477,0.0028348080152573,1.0,0.0,0.0669844444444444,0.0026130308735228
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,400.0,random_uniform,PE-Rasch,0.0878261252449109,0.0093875995738454,0.1267744883639585,0.012951293185,0.0674853439760336,0.0106420048823253,0.4467747069063668,0.042903545159356,0.1149125490593942,0.0090835909085117,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,800.0,random_uniform,Avg,0.1436733392634816,0.0127150705861763,0.181184793716988,0.0162307499762601,0.1243191545592969,0.0130917444643528,1.1693946137838391,0.2092408483343792,0.2560875438966578,0.0060609318716962,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,800.0,random_uniform,BayPIRE,0.020335032035032,0.0011867836048655,0.0250720367345914,0.0015441753932641,0.015409329062952,0.0016633979397145,0.2080924261525762,0.0058308193880322,0.0591325415683816,0.0024922049031039,1.0,0.906,0.051033757890679,0.0888879341351979,0.0118743600257172,0.0890015361383388,0.0119015604553224,0.987,0.0082327260234856,0.1163981481481481,0.0088354756225804,0.1159351851851851,0.0081878533628579,1.0,0.0,0.0362586514072726,0.0015703968467085,1.0,0.0,0.0371824074074074,0.0010869927816791
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,800.0,random_uniform,PE-Rasch,0.0694768241765838,0.0073152959397994,0.0950231671368421,0.0110403181031943,0.0512558228319533,0.0063751915473667,0.3586302184940255,0.0265702593965473,0.0892726080325325,0.0067938200359105,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,1600.0,random_uniform,Avg,0.0896484020919552,0.0079528407950246,0.1139640591617695,0.0090600440454636,0.0722373635984595,0.0062853146622902,0.7046436280307,0.0322821271538011,0.2355921327237578,0.0025740111539059,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,1600.0,random_uniform,BayPIRE,0.0197433216766697,0.001828257262298,0.0240359210154631,0.0017722039063843,0.0137779004662182,0.0021391167681296,0.1788981562537544,0.0039356814811804,0.0537561362967513,0.0013650867749137,1.0,0.8119999999999999,0.058271395689099,0.0649660555297728,0.0102737994565005,0.0651036803111656,0.0102683961565279,0.968,0.020976176963403,0.0960559259259258,0.0069357390044079,0.0963148148148147,0.008535700153306,0.9,0.3162277660168379,0.0212627444203813,0.0008281397934347,0.9,0.3162277660168379,0.0226322222222222,0.0006634399507159
meta_llama_llama_3_8b,anatomy,random,mmlu:anatomy,meta_llama_llama_3_8b,1600.0,random_uniform,PE-Rasch,0.0475965601247754,0.0035470205378501,0.0609220838830447,0.0048639671601315,0.0314256993061911,0.0033360395752283,0.2438981901390228,0.0105757288165793,0.0693315676125162,0.0025323404863751,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,200.0,two_way_balanced,Avg,0.2964999946611842,0.0163638753757393,0.3409593022603828,0.0174984382253599,0.2834605209769737,0.0168870239273292,4.643207592336704,0.3949933918164806,0.3495433286374667,0.0123947819120131,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,200.0,two_way_balanced,BayPIRE,0.0230292922498915,0.0079101987742011,0.027413864669405,0.0078414548886436,0.0163788844668816,0.0114011615849273,0.3535711781875684,0.0185936149526587,0.098009613429203,0.0074537554654171,1.0,1.0,0.0,0.2772917181207351,0.0356619171716344,0.2762812989613782,0.0347099551225414,1.0,0.0,0.2931120065789472,0.0339892675620422,0.2918092105263157,0.034164329153143,1.0,0.0,0.0965816960341015,0.0027235426265642,1.0,0.0,0.0973378289473683,0.0028372467677836
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,200.0,two_way_balanced,PE-Rasch,0.1358606275132924,0.012985608974531,0.1733329441571411,0.0152363313989567,0.1225060237041761,0.0138333269291052,0.4673094433982686,0.0387268206412029,0.1333702862928861,0.0126905917833951,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,400.0,two_way_balanced,Avg,0.1923157880423684,0.0116452858093083,0.2243584726102367,0.0137062261924161,0.1793552617265789,0.0123301320496137,1.6522508503922473,0.2024382730262309,0.2831165529394595,0.0063872658988906,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,400.0,two_way_balanced,BayPIRE,0.0173558151448974,0.0025615254966331,0.0213983912291509,0.0027617664596274,0.0135938759686611,0.0040168022848618,0.2482240079454823,0.0101800811621943,0.0671564478335583,0.0038159127543759,1.0,0.992,0.0147572957474524,0.1258142986337522,0.0209456403875069,0.1257993109357895,0.0209699034762991,1.0,0.0,0.1489546052631578,0.0185889240476977,0.1499999999999999,0.0177618041502777,1.0,0.0,0.052811188694924,0.0024404247724447,1.0,0.0,0.0533541118421051,0.002426181297341
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,400.0,two_way_balanced,PE-Rasch,0.0792553694554385,0.0109934341601572,0.1179949781248837,0.0151857835949793,0.065621463196693,0.0110164325872105,0.3979360428585297,0.037523481007308,0.0992180134147968,0.0105250639659306,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,800.0,two_way_balanced,Avg,0.1313026313421052,0.0115195178320513,0.1653812612412126,0.0101290628326969,0.1192499997631579,0.0119411549143055,0.8761040907508683,0.0697777686206254,0.2604184025891666,0.0037398450489428,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,800.0,two_way_balanced,BayPIRE,0.0135409643555039,0.0006351166593257,0.0170223302410807,0.0007818541887166,0.0086270904965348,0.0013570598637043,0.2037744046753666,0.0048153708236819,0.05682664225823,0.0011745537302143,1.0,0.964,0.0201108041719978,0.0837074484067865,0.016707186054635,0.0837816038580456,0.0167732631331094,0.999,0.0031622776601683,0.1111508223684209,0.0128509690436754,0.1105263157894737,0.0130845911317335,1.0,0.0,0.0322269404657141,0.0011658278641541,1.0,0.0,0.0331560855263157,0.001333672663657
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,800.0,two_way_balanced,PE-Rasch,0.0638757655579658,0.0036495084665193,0.0872673424702581,0.0043052214981651,0.0513980598606803,0.0035855749197151,0.3361617575213882,0.0125315854858618,0.0827878138542926,0.0023075966032229,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,1600.0,two_way_balanced,Avg,0.0910625,0.0065119403803266,0.1124449862935395,0.0065777167241745,0.0791282894736842,0.0069686697532186,0.6899224448528121,0.0052518123909481,0.2455227481617647,0.001829760915257,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,1600.0,two_way_balanced,BayPIRE,0.0134301626118398,0.0007418931039715,0.0168418175653125,0.0011355519837314,0.008075871754181,0.0015009340578532,0.1791013063731393,0.0026442780760609,0.0523650607001848,0.0007437347542067,0.9,0.874,0.055216744642263,0.0564143838199953,0.009928167777731,0.0563145046635183,0.010044968412276,0.997,0.0048304589153964,0.0879374999999999,0.0064053208240339,0.0888157894736842,0.0071060753272015,1.0,0.0,0.0206078591534711,0.0008207621781483,1.0,0.0,0.0216136513157893,0.0007428448682193
meta_llama_llama_3_8b,astronomy,balanced,mmlu:astronomy,meta_llama_llama_3_8b,1600.0,two_way_balanced,PE-Rasch,0.0475410610480986,0.0035545896765683,0.0599285089315198,0.0041065324059107,0.036321416916594,0.0032195819797653,0.2407955184881167,0.0129931089190994,0.067047016345517,0.0030223358246453,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,200.0,random_uniform,Avg,0.2703486417501597,0.0200611589869981,0.3338237957449108,0.0198321245021176,0.2587554838554229,0.0201749180484224,4.3333414352266715,0.3783711524308122,0.3445264873889938,0.0133573239916742,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,200.0,random_uniform,BayPIRE,0.0195166390237929,0.003837987119481,0.0234634785521571,0.0042222413180022,0.0149613105751186,0.0066977577735896,0.3998046642731338,0.0164881343666345,0.1221309696718691,0.0066909295254719,1.0,1.0,0.0,0.2321921001667375,0.0383400415389099,0.2320276296279935,0.0382377680422949,1.0,0.0,0.2500447368421051,0.0360601136698835,0.25,0.0365643245625725,1.0,0.0,0.1144974592147805,0.0045458054609413,1.0,0.0,0.1150699013157894,0.0040697639566571
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,200.0,random_uniform,PE-Rasch,0.1293649556835229,0.0198453185432399,0.1660275941329363,0.0255606418071001,0.1169789227153735,0.0206255609477259,0.5465567985281505,0.062369669961774,0.1605866484968639,0.0166616408214557,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,400.0,random_uniform,Avg,0.2087473283544362,0.0115923347205039,0.264601489157034,0.012511558072217,0.1973389073018047,0.0117047544289829,2.631887329699878,0.2674321465353309,0.3034796900095896,0.0068067584889789,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,400.0,random_uniform,BayPIRE,0.0203167025807269,0.0083464461558109,0.0238087989201644,0.0084537311507675,0.0174610596439771,0.0100216957807423,0.2842693209105259,0.0140362034029642,0.0809299230552851,0.0060886197661969,1.0,0.979,0.0597122730730923,0.1283800975809415,0.0108516536741816,0.1283749487495775,0.0107234070312432,0.997,0.0094868329805051,0.1515021381578946,0.0092262926047875,0.1519901315789472,0.0099884422908435,0.9,0.3162277660168379,0.0682578429882873,0.0031698589929359,0.9,0.3162277660168379,0.0685690789473683,0.0032765723796574
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,400.0,random_uniform,PE-Rasch,0.0878223031899455,0.0089442283807172,0.1279101658229267,0.0104979859948407,0.0762404735864919,0.0097936292458885,0.4359663798262135,0.035443680345258,0.1139652905136363,0.0090719548976617,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,800.0,random_uniform,Avg,0.1384512257250342,0.0092824273753509,0.1776794558864359,0.0106719663739938,0.126240756369828,0.0092121457406356,1.0506729043572105,0.1727931671783659,0.2647876095165666,0.0041865200855596,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,800.0,random_uniform,BayPIRE,0.015154491625781,0.0025710506123525,0.0185698553086531,0.0031196565265969,0.0121269509003574,0.0034142819845714,0.2148325975043881,0.0074069823871719,0.0597220678115113,0.0022819516321754,1.0,0.954,0.0347051068928543,0.0754019827840607,0.0087715069014956,0.0754158069678716,0.0088565749606953,0.997,0.0067494855771055,0.1039133223684209,0.0069159073139339,0.1039473684210526,0.0067947076249253,0.9,0.3162277660168379,0.0374091193371426,0.0020287668520115,1.0,0.0,0.0381407894736841,0.001915385671077
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,800.0,random_uniform,PE-Rasch,0.0603653122272135,0.0076735236523051,0.088185149024649,0.0094245563324825,0.0482732949920126,0.0079204702878864,0.3546693974018732,0.0256431412504853,0.0860018883440952,0.0064263705904835,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,1600.0,random_uniform,Avg,0.0942503947099882,0.0073214521721438,0.1177737518099762,0.0098985963218758,0.0820036905885163,0.0068677294333245,0.7015933155847601,0.0244616752047631,0.2472814302651717,0.0029985865580259,,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,1600.0,random_uniform,BayPIRE,0.0144807627148329,0.0011383708832695,0.0177047391480563,0.0012301454596502,0.0085946560944957,0.0019006577786306,0.1844841121135845,0.0024804599569784,0.0533601944945611,0.0007617518194717,1.0,0.891,0.0690330033792211,0.0618876456954087,0.0139141450636416,0.0619050190708013,0.0139786256980309,0.995,0.0052704627669473,0.091750822368421,0.0098876549055014,0.0914802631578946,0.0100281901058473,0.9,0.3162277660168379,0.021702392659768,0.0013088232526158,1.0,0.0,0.0228840460526314,0.0014441936810014
meta_llama_llama_3_8b,astronomy,random,mmlu:astronomy,meta_llama_llama_3_8b,1600.0,random_uniform,PE-Rasch,0.0484340940649033,0.005121302728549,0.0623764173531274,0.0059312795800867,0.0370079812091189,0.0051153562980352,0.2592816079171869,0.0179406168975007,0.0694225484614071,0.0035426232628751,1.0,,,,,,,,,,,,,,,,,,,,
meta_llama_llama_3_8b,business_ethics,balanced,mmlu:business_ethics,meta_llama_llama_3_8b,200.0,two_way_balanced,Avg,0.2799599950608,0.0148728085922129,0.3388883117224186,0.0134042974089534,0.2572999950608,0.0131969690488856,4.66683402833304,0.2923092210128999,0.3586836687757143,0.0093486315401908,,,,,,,,,,,,,,,,,,,,,
